id,region,prefecture,commune,canton,pharmacie_nom,pharmacie_type,pharmacie_secteur,ouverture,annee,id_service,keyword,geometry_name,geometry_type,geometry_coordinates0,geometry_coordinates1,pharma_id,statut,created_at,updated_at
341,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du Dispensaire du Centre El Farouk","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2012,,,geometry,Point,1.17193703,8.970767,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3721,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
343,Maritime,Zio,"Zio 3",Agbélouvé,"Pharmacie de l'USP Gamé Lili","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1992,,,geometry,Point,1.08735644,6.69497229,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_372b,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
344,Plateaux,Agou,"Agou 1",Agou-Nyogbo-Dzidjole,"Pharmacie de l'USP Agou Nyogbo","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.72515837,6.88055013,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3732,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
345,Plateaux,Haho,"Haho 2",Djemegni,"Pharmacie de l'USP Kponou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.33425269,6.99512694,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3739,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
346,Plateaux,Wawa,"Wawa 3",Ounabé,"Pharmacie de l'USP Imoussa","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1987,,,geometry,Point,0.93864627,7.55824027,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_373c,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
347,Maritime,Lacs,"Lacs 1",Glidji,"Pharmacie de l'USP Glidji","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1968,,,geometry,Point,1.60087348,6.24945739,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3742,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
348,Plateaux,Amou,"Amou 2",Sodo,"Pharmacie du CMS Siloah de Sodo","Pharmacie de centre de santé",Public,"{Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1986,,,geometry,Point,0.81566414,7.3131424,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3747,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
349,Plateaux,Wawa,"Wawa 1",Késsibo,"Pharmacie de l'USP Kessibo Abrewenkor","Pharmacie de centre de santé",Public,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1985,,,geometry,Point,0.60792175,7.61225456,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3751,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
351,Maritime,Zio,"Zio 1",Dalavé,"Pharmacie du Dispensaire St Pierre et Colette","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.23258417,6.36241506,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3756,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
353,Plateaux,Wawa,"Wawa 1",Badou,"Pharmacie de l'USP Badou Djindi","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2006,,,geometry,Point,0.53836044,7.58083846,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_375d,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
354,Plateaux,Anié,"Anié 1",Anié,"Pharmacie du CMS Bethel","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2006,,,geometry,Point,1.19705607,7.7630391,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3766,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
355,Plateaux,Amou,"Amou 3",Avédjè,"Pharmacie de l'USP Avedje","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.13494475,7.46532833,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_376a,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
356,Kara,Kéran,"Kéran 1",Akpontè,"Pharmacie de l'USP Natiponi","Pharmacie de centre de santé",Public,"{Lundi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2017,,,geometry,Point,0.94986571,10.18561607,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3770,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
357,Maritime,Vo,"Vo 2",Togoville,"Pharmacie ISV","Officine de pharmacie",Prive,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2009,,,geometry,Point,1.47187143,6.23743522,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3773,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
358,Plateaux,Kpélé,"Kpélé 2",Kpélé-Nord,"Pharmacie de l'USP Kpele Kpeglo","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2018,,,geometry,Point,0.90803004,7.26360009,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3774,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
359,Centrale,Tchaoudjo,"Tchaoudjo 1",Kpangalam,"Pharmacie du Cabinet Médical Docteur Wangala","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,,,geometry,Point,1.13781314,9.00923111,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3776,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
360,Kara,Kozah,"Kozah 1",Lassa,"Pharmacie de l'USP Soumdina Haut","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1977,,,geometry,Point,1.21396515,9.65721109,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3778,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
361,Plateaux,Agou,"Agou 1",Gadja,"Pharmacie de l'USP Avetonou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1998,,,geometry,Point,0.79767391,6.7994505,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_377d,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
363,Maritime,Vo,"Vo 3",Dagbati,"Pharmacie de l'USP Apawohonou","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2020,,,geometry,Point,1.51747547,6.40216229,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3788,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
364,Maritime,Golfe,"Golfe 7",Aflao-Sagbado,"Pharmacie de l'ONG Aicha","Pharmacie de centre de santé",Prive,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2021,,,geometry,Point,1.12018813,6.20004265,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_378c,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
365,Maritime,Agoè-Nyivé,"Agoè-Nyivé 5",Sanguera,"Pharmacie du CMS AMCT","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2020,,,geometry,Point,1.12241268,6.23675148,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_378d,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
366,Savanes,Tône,"Tône 1",Dapaong,"Pharmacie du Centre de Santé Mentale Yendube","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,0.19939319,10.87506928,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3796,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
367,Plateaux,Ogou,"Ogou 1",Gnagna,"Pharmacie de la Médecine Alternative et CMS Sauvons la Vie Humaine","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Samedi}",2013,,,geometry,Point,1.15511317,7.50173912,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3797,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
368,Maritime,Agoè-Nyivé,"Agoè-Nyivé 4",Togblekope,"Pharmacie du CMP de Lomé","Pharmacie de centre de santé",Prive,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2020,,,geometry,Point,1.20724241,6.26071254,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_379a,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
369,Maritime,Zio,"Zio 4",Gapé-Centre,"Pharmacie du CMS Saint-Paul","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2008,,,geometry,Point,0.99547212,6.58779727,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_379c,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
370,Maritime,Agoè-Nyivé,"Agoè-Nyivé 4",Togblekope,"Pharmacie du CMS Elite Sante","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2020,,,geometry,Point,1.19544973,6.26803237,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_379e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
371,Kara,Kozah,"Kozah 2",Pya,"Pharmacie du CMS Pya Pittah","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2006,,,geometry,Point,1.16554111,9.67983379,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_379f,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
372,Plateaux,Danyi,"Danyi 2",Danyi-Elavagnon,"Pharmacie de l'USP Kpeve","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2021,,,geometry,Point,0.73669938,7.35284691,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37a1,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
373,Plateaux,Danyi,"Danyi 2",Danyi-Kpeto-Evita,"Phamarcie de l'USP Kpeto","Pharmacie de centre de santé",Public,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",2004,,,geometry,Point,0.74295351,7.26099853,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37a4,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
374,Plateaux,Danyi,"Danyi 2",Danyi-Elavagnon,"Pharmacie de l'Infirmerie St Kisito","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.70796039,7.27741479,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37a8,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
375,Plateaux,Wawa,"Wawa 1",Késsibo,"Pharmacie de l'USP Kessibo Wawa","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1993,,,geometry,Point,0.58902983,7.6827503,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37b2,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
376,Maritime,Agoè-Nyivé,"Agoè-Nyivé 3",Vakpossito,"Pharmacie de la Clinique Eternel Guerit","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.1747986,6.20775603,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37b6,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
377,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du CMS Solinyogobou","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2001,,,geometry,Point,1.12635336,9.00124874,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37b7,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
379,Plateaux,Wawa,"Wawa 1",Badou,"Pharmacie du Centre Ophtalmologique Havilolo Saint Jean XXIII","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2021,,,geometry,Point,0.60750492,7.5962652,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37c1,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
381,Plateaux,Wawa,"Wawa 2",Ekéto,"Pharmacie du Centre de Sante d'Eketo","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2010,,,geometry,Point,0.82892253,7.49670087,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37c3,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
382,Savanes,Kpendjal-Ouest,"Kpendjal-Ouest 1",Ogaro,"Pharmacie Ndl","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2002,,,geometry,Point,0.49811164,10.74282103,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37d1,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
383,Savanes,Kpendjal-Ouest,"Kpendjal-Ouest 2",Tambonga,"Pharmacie du Dispensaire de Tamboaga","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2000,,,geometry,Point,0.43474721,10.94976839,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37d4,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
384,Maritime,Golfe,"Golfe 7",Aflao-Sagbado,"Pharmacie Communautaire du Centre ASPROFEM","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2002,,,geometry,Point,1.17793307,6.1751426,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37dc,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
385,Maritime,Vo,"Vo 3",Dzrékpo,"Pharmacie de l'USP Dzrekpo","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1945,,,geometry,Point,1.56932708,6.47115304,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_37dd,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
